Posting Date,Order No.,Item,Quantity,Department,Time,"Direct 
Cost","Overhead 
Cost",Departement Code,Sales order
3/9/2023,POR-11043937,Wall Decoration,125.62,machine,0.75,13.25,9.25,PRODUCTION,SSO-12150083
3/9/2023,POR-11043937,Wall Decoration,125.62,Veneer,3.00,75.00,111.00,PRODUCTION,SSO-12150083
3/9/2023,POR-11043937,Wall Decoration,125.62,Assembly,70.00,500.00,740.00,PRODUCTION,SSO-12150083
3/9/2023,POR-11043938,Panels,165.75,machine,3.17,10.20,6.29,PRODUCTION,SSO-12150083
3/9/2023,POR-11043938,Panels,165.75,Veneer,20.00,500.00,740.00,PRODUCTION,SSO-12150083
3/9/2023,POR-11043938,Panels,165.75,Assembly,120.00,3000.00,4440.00,PRODUCTION,SSO-12150083
3/9/2023,POR-11043939,Single Door,17.00,machine,18.92,15.00,9.25,PRODUCTION,SSO-12150083
3/9/2023,POR-11043939,Single Door,17.00,Assembly,550.00,1000.00,1480.00,PRODUCTION,SSO-12150083
3/9/2023,POR-11043940,Book Shelf,32.40,machine,5.58,4.80,2.96,PRODUCTION,SSO-12150083
3/9/2023,POR-11043940,Book Shelf,32.40,Veneer,25.00,625.00,925.00,PRODUCTION,SSO-12150083
3/9/2023,POR-11043940,Book Shelf,32.40,Assembly,140.00,3500.00,5180.00,PRODUCTION,SSO-12150083
3/9/2023,POR-11043941,Sliding Door,52.00,machine,4.92,25.20,15.54,PRODUCTION,SSO-12150083
3/9/2023,POR-11043941,Sliding Door,52.00,Veneer,10.00,250.00,370.00,PRODUCTION,SSO-12150083
3/9/2023,POR-11043941,Sliding Door,52.00,Assembly,140.00,2000.00,2960.00,PRODUCTION,SSO-12150083
3/9/2023,POR-11044013,Panels,173.70,machine,1.09,15.00,9.25,PRODUCTION,SSO-12150609
3/9/2023,POR-11044013,Panels,173.70,Assembly,480.00,3000.00,4440.00,PRODUCTION,SSO-12150609
3/14/2023,POR-11043365,Island,1.00,Control&Packing,1.00,0.00,0.00,PRODUCTION,MAN-CTLPAC-0001
3/21/2023,POR-11040127,Stool,1.00,Painting,4.00,0.00,0.00,PRODUCTION,SSO-12119580
3/21/2023,POR-11040128,Stool,1.00,Painting,4.00,0.00,0.00,PRODUCTION,SSO-12119580
3/21/2023,POR-11041783,Round side table,1.00,Painting,12.00,300.00,444.00,PRODUCTION,SSO-12136516
3/21/2023,POR-11041784,Rectangular Dining Table,1.00,Control&Packing,0.25,0.00,0.00,PRODUCTION,SSO-12136516
3/21/2023,POR-11041794,Round side table,2.00,Painting,24.00,600.00,888.00,PRODUCTION,SSO-12136516
3/21/2023,POR-11042465,Rectangular Dining Table,1.00,Painting,120.00,3000.00,4440.00,PRODUCTION,PROD-PAINTING-0001
3/21/2023,POR-11042502,Round side table,3.00,Painting,45.00,1125.00,1665.00,PRODUCTION,SSO-12142594
3/21/2023,POR-11042621,Sofa,1.00,Painting,5.00,0.00,0.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042622,Sofa,1.00,Painting,5.00,125.00,185.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042730,Round side table,1.00,Painting,15.00,375.00,555.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042731,Rectangular Center Table,1.00,Painting,15.00,375.00,555.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042732,Round side table,2.00,Painting,30.00,750.00,1110.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042771,Arm chair,2.00,Painting,14.00,350.00,518.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11042772,Ottoman,1.00,Painting,5.00,125.00,185.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042783,Arm chair,2.00,Painting,15.00,375.00,555.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11042784,Rectangular Center Table,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11042785,Sofa,2.00,Painting,15.00,375.00,555.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11042786,Sofa,1.00,Painting,5.00,125.00,185.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042796,Cabinet,1.00,Painting,25.00,625.00,925.00,PRODUCTION,SOJ-12002950
3/21/2023,POR-11042799,Cabinet,2.00,Painting,50.00,1250.00,1850.00,PRODUCTION,SOJ-12002950
3/21/2023,POR-11042800,TV unit,15.36,Painting,45.00,1125.00,1665.00,PRODUCTION,SOJ-12002950
3/21/2023,POR-11042801,Arm chair,2.00,Painting,14.00,350.00,518.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11042825,Square Side Table,2.00,Painting,30.00,750.00,1110.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042827,Round side table,1.00,Painting,15.00,375.00,555.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042827,Round side table,1.00,Control&Packing,1.00,0.00,0.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042831,Dining Side Chair,10.00,Painting,140.00,1250.00,1850.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042834,Sofa,1.00,Painting,5.00,125.00,185.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042836,Console,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12142733
3/21/2023,POR-11042838,Sofa,3.50,Painting,10.00,250.00,370.00,PRODUCTION,PROD-PAINTING-0001
3/21/2023,POR-11042839,Sofa,8.00,Painting,25.00,625.00,925.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11042861,Dining Side Chair,6.00,machine,7.01,25.20,15.54,PRODUCTION,SSO-12142772
3/21/2023,POR-11042861,Dining Side Chair,6.00,Assembly,60.00,1500.00,2220.00,PRODUCTION,SSO-12142772
3/21/2023,POR-11042864,Sofa,7.25,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12142772
3/21/2023,POR-11042870,Sofa,4.00,Painting,15.00,375.00,555.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11042894,Sofa,5.00,Painting,15.00,375.00,555.00,PRODUCTION,PROD-PAINTING-0002
3/21/2023,POR-11042895,Arm chair,2.00,Painting,14.00,350.00,518.00,PRODUCTION,SSO-12146685
3/21/2023,POR-11042918,Round center table,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11042919,Round side table,1.00,Painting,10.00,250.00,370.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11042920,Rectangular Dining Table,1.00,Painting,80.00,2000.00,2960.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11042921,Round side table,1.00,Painting,15.00,375.00,555.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11042922,Square Center Table,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12142691
3/21/2023,POR-11043281,Night stand,2.00,machine,2.68,20.40,12.58,PRODUCTION,SSO-12144592
3/21/2023,POR-11043281,Night stand,2.00,Veneer,1.00,25.00,37.00,PRODUCTION,SSO-12144592
3/21/2023,POR-11043281,Night stand,2.00,Assembly,50.00,1250.00,1850.00,PRODUCTION,SSO-12144592
3/21/2023,POR-11043289,Buffet,1.00,Painting,45.00,1125.00,1665.00,PRODUCTION,SSO-12148130
3/21/2023,POR-11043290,Mirror,1.00,Painting,15.00,375.00,555.00,PRODUCTION,SSO-12148130
3/21/2023,POR-11043290,Mirror,1.00,Control&Packing,1.00,0.00,0.00,PRODUCTION,SSO-12148130
3/21/2023,POR-11043292,Rectangular Center Table,1.00,Painting,25.00,625.00,925.00,PRODUCTION,SSO-12149755
3/21/2023,POR-11043294,Buffet,1.00,Painting,60.00,1500.00,2220.00,PRODUCTION,SSO-12149755
3/21/2023,POR-11043296,Arm chair,2.00,Painting,14.00,0.00,0.00,PRODUCTION,PROD-PAINTING-0001
3/21/2023,POR-11043297,Pouf,1.00,Painting,5.00,125.00,185.00,PRODUCTION,SSO-12148470
3/21/2023,POR-11043300,Dining Arm chair,14.00,Painting,70.00,1750.00,2590.00,PRODUCTION,SSO-12148080
3/21/2023,POR-11043316,Credenza,1.00,Painting,10.00,250.00,370.00,PRODUCTION,PROD-PAINTING-0002
3/21/2023,POR-11043320,Buffet,1.00,Painting,60.00,1500.00,2220.00,PRODUCTION,PROD-PAINTING-0002
3/21/2023,POR-11043329,Sofa,3.50,Painting,10.00,250.00,370.00,PRODUCTION,SSO-12145496
3/21/2023,POR-11043330,Sofa,4.00,Painting,40.00,1000.00,1480.00,PRODUCTION,SSO-12145496
3/21/2023,POR-11043342,Square Center Table,1.00,machine,0.42,10.20,6.29,PRODUCTION,SSO-12145496
3/21/2023,POR-11043342,Square Center Table,1.00,Veneer,4.00,100.00,148.00,PRODUCTION,SSO-12145496
3/21/2023,POR-11043342,Square Center Table,1.00,Assembly,15.00,375.00,555.00,PRODUCTION,SSO-12145496
3/21/2023,POR-11043343,Square Side Table,1.00,machine,0.33,4.24,2.96,PRODUCTION,SSO-12145496
3/21/2023,POR-11043343,Square Side Table,1.00,Veneer,3.00,75.00,111.00,PRODUCTION,SSO-12145496
3/21/2023,POR-11043343,Square Side Table,1.00,Assembly,10.00,250.00,370.00,PRODUCTION,SSO-12145496
3/21/2023,POR-11043344,Square Side Table,2.00,machine,0.58,4.24,2.96,PRODUCTION,SSO-12145496
3/21/2023,POR-11043344,Square Side Table,2.00,Veneer,6.00,150.00,222.00,PRODUCTION,SSO-12145496
3/21/2023,POR-11043344,Square Side Table,2.00,Assembly,20.00,500.00,740.00,PRODUCTION,SSO-12145496
3/21/2023,POR-11043356,Console,1.00,Painting,25.00,625.00,925.00,PRODUCTION,PROD-PAINTING-0001
3/21/2023,POR-11043371,Square Side Table,6.00,Painting,25.00,625.00,925.00,PRODUCTION,PROD-PAINTING-0001
3/21/2023,POR-11043381,Arm chair,4.00,Painting,28.00,700.00,1036.00,PRODUCTION,SSO-12150130
3/21/2023,POR-11043388,Round center table,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12146685
3/21/2023,POR-11043389,Round side table,2.00,Painting,30.00,750.00,1110.00,PRODUCTION,SSO-12146685
3/21/2023,POR-11043466,Rectangular Center Table,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043489,Sofa,3.10,machine,0.75,30.00,18.50,PRODUCTION,SSO-12146330
3/21/2023,POR-11043489,Sofa,3.10,Assembly,30.00,750.00,1110.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043490,Sofa,3.10,machine,0.75,30.00,18.50,PRODUCTION,SSO-12146330
3/21/2023,POR-11043490,Sofa,3.10,Assembly,30.00,750.00,1110.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043491,Sofa,4.00,machine,2.34,90.00,55.50,PRODUCTION,SSO-12146330
3/21/2023,POR-11043491,Sofa,4.00,Assembly,120.00,3000.00,4440.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043495,Console,1.00,machine,12.75,45.00,27.75,PRODUCTION,SSO-12146330
3/21/2023,POR-11043495,Console,1.00,Assembly,40.00,1000.00,1480.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043496,Console,1.00,machine,10.67,40.20,24.79,PRODUCTION,SSO-12146330
3/21/2023,POR-11043496,Console,1.00,Assembly,40.00,1000.00,1480.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043497,Mirror,1.00,machine,3.25,4.80,2.96,PRODUCTION,SSO-12146330
3/21/2023,POR-11043497,Mirror,1.00,Assembly,10.00,250.00,370.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043525,Headboard,1.00,machine,0.34,10.20,6.29,PRODUCTION,SSO-12146330
3/21/2023,POR-11043525,Headboard,1.00,Assembly,20.00,500.00,740.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043526,Bed,1.00,machine,0.50,15.00,9.25,PRODUCTION,SSO-12146330
3/21/2023,POR-11043526,Bed,1.00,Assembly,15.00,375.00,555.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043534,Sofa,1.00,machine,1.01,25.20,15.54,PRODUCTION,SSO-12146330
3/21/2023,POR-11043534,Sofa,1.00,Assembly,25.00,625.00,925.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043535,Arm chair,1.00,machine,0.59,15.00,9.25,PRODUCTION,SSO-12146330
3/21/2023,POR-11043535,Arm chair,1.00,Assembly,20.00,500.00,740.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043547,Night stand,1.00,machine,2.34,10.20,6.29,PRODUCTION,SSO-12146330
3/21/2023,POR-11043547,Night stand,1.00,Veneer,1.00,25.00,37.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043547,Night stand,1.00,Assembly,20.00,500.00,740.00,PRODUCTION,SSO-12146330
3/21/2023,POR-11043570,Round side table,2.00,machine,1.58,4.80,2.96,PRODUCTION,SSO-12149422
3/21/2023,POR-11043570,Round side table,2.00,Veneer,1.00,25.00,37.00,PRODUCTION,SSO-12149422
3/21/2023,POR-11043570,Round side table,2.00,Assembly,48.00,1200.00,1776.00,PRODUCTION,SSO-12149422
3/21/2023,POR-11043600,Dividers,5.00,Painting,10.00,250.00,370.00,PRODUCTION,SSO-12149005
3/21/2023,POR-11043601,Dividers,5.00,Painting,10.00,250.00,370.00,PRODUCTION,SSO-12149005
3/21/2023,POR-11043602,Dividers,5.00,Painting,10.00,250.00,370.00,PRODUCTION,SSO-12149005
3/21/2023,POR-11043603,Dividers,5.00,Painting,10.00,250.00,370.00,PRODUCTION,SSO-12149005
3/21/2023,POR-11043608,Night stand,2.00,machine,0.25,13.25,9.25,PRODUCTION,PROD-CARPENTRY-0001
3/21/2023,POR-11043608,Night stand,2.00,Veneer,1.00,25.00,37.00,PRODUCTION,PROD-CARPENTRY-0003
3/21/2023,POR-11043608,Night stand,2.00,Assembly,30.00,750.00,1110.00,PRODUCTION,PROD-CARPENTRY-0004
3/21/2023,POR-11043612,Round side table,1.00,machine,1.50,28.00,18.50,PRODUCTION,PROD-CARPENTRY-0001
3/21/2023,POR-11043612,Round side table,1.00,Veneer,2.00,50.00,74.00,PRODUCTION,PROD-CARPENTRY-0003
3/21/2023,POR-11043612,Round side table,1.00,Assembly,5.00,125.00,185.00,PRODUCTION,PROD-CARPENTRY-0004
3/21/2023,POR-11043613,Arm chair,2.00,machine,2.50,15.00,9.25,PRODUCTION,PROD-CARPENTRY-0001
3/21/2023,POR-11043613,Arm chair,2.00,Assembly,40.00,1000.00,1480.00,PRODUCTION,PROD-CARPENTRY-0004
3/21/2023,POR-11043617,Night stand,2.00,machine,0.25,13.25,9.25,PRODUCTION,PROD-CARPENTRY-0001
3/21/2023,POR-11043617,Night stand,2.00,Veneer,1.00,25.00,37.00,PRODUCTION,PROD-CARPENTRY-0003
3/21/2023,POR-11043617,Night stand,2.00,Assembly,30.00,750.00,1110.00,PRODUCTION,PROD-CARPENTRY-0004
3/21/2023,POR-11043621,Round side table,1.00,machine,1.50,28.00,18.50,PRODUCTION,PROD-CARPENTRY-0001
3/21/2023,POR-11043621,Round side table,1.00,Veneer,2.00,50.00,74.00,PRODUCTION,PROD-CARPENTRY-0003
3/21/2023,POR-11043621,Round side table,1.00,Assembly,5.00,125.00,185.00,PRODUCTION,PROD-CARPENTRY-0004
3/21/2023,POR-11043622,Arm chair,2.00,machine,2.50,15.00,9.25,PRODUCTION,PROD-CARPENTRY-0001
3/21/2023,POR-11043622,Arm chair,2.00,Assembly,40.00,1000.00,1480.00,PRODUCTION,PROD-CARPENTRY-0004
3/21/2023,POR-11043631,Square Center Table,2.00,machine,1.68,20.40,12.58,PRODUCTION,SSO-12151243
3/21/2023,POR-11043631,Square Center Table,2.00,Veneer,6.00,150.00,222.00,PRODUCTION,SSO-12151243
3/21/2023,POR-11043631,Square Center Table,2.00,Assembly,40.00,1000.00,1480.00,PRODUCTION,SSO-12151243
3/21/2023,POR-11043632,Round Side Table,2.00,machine,0.58,4.24,2.96,PRODUCTION,SSO-12151243
3/21/2023,POR-11043632,Round Side Table,2.00,Veneer,1.00,25.00,37.00,PRODUCTION,SSO-12151243
3/21/2023,POR-11043632,Round Side Table,2.00,Assembly,5.00,125.00,185.00,PRODUCTION,SSO-12151243
3/21/2023,POR-11043633,Square Side Table,3.00,machine,0.08,4.24,2.96,PRODUCTION,SSO-12151243
3/21/2023,POR-11043633,Square Side Table,3.00,Veneer,1.00,25.00,37.00,PRODUCTION,SSO-12151243
3/21/2023,POR-11043633,Square Side Table,3.00,Assembly,9.00,225.00,333.00,PRODUCTION,SSO-12151243
3/21/2023,POR-11043636,Sofa,12.50,machine,2.25,90.00,55.50,PRODUCTION,PROD-CARPENTRY-0001
3/21/2023,POR-11043636,Sofa,12.50,Veneer,1.00,25.00,37.00,PRODUCTION,PROD-CARPENTRY-0003
3/21/2023,POR-11043636,Sofa,12.50,Assembly,100.00,2500.00,3700.00,PRODUCTION,PROD-CARPENTRY-0004
3/21/2023,POR-11043648,Rectangular Side Table,4.00,machine,2.34,10.20,6.29,PRODUCTION,SOJ-12003530
3/21/2023,POR-11043648,Rectangular Side Table,4.00,Veneer,2.00,50.00,74.00,PRODUCTION,SOJ-12003530
3/21/2023,POR-11043648,Rectangular Side Table,4.00,Assembly,32.00,800.00,1184.00,PRODUCTION,SOJ-12003530
3/21/2023,POR-11043652,Buffet,1.00,machine,4.10,10.20,6.29,PRODUCTION,SOJ-12003530
3/21/2023,POR-11043652,Buffet,1.00,Veneer,10.00,250.00,370.00,PRODUCTION,SOJ-12003530
3/21/2023,POR-11043652,Buffet,1.00,Assembly,45.00,1125.00,1665.00,PRODUCTION,SOJ-12003530
3/21/2023,POR-11043672,Round side table,1.00,machine,0.34,20.40,12.58,PRODUCTION,SSO-12151901
3/21/2023,POR-11043672,Round side table,1.00,Assembly,20.00,250.00,370.00,PRODUCTION,SSO-12151901
3/21/2023,POR-11043673,Round side table,6.00,machine,2.25,120.00,74.00,PRODUCTION,SSO-12151901
3/21/2023,POR-11043673,Round side table,6.00,Assembly,110.00,1500.00,2220.00,PRODUCTION,SSO-12151901
3/21/2023,POR-11043720,Arm chair,2.00,machine,0.42,20.40,12.58,PRODUCTION,SSO-12149034
3/21/2023,POR-11043720,Arm chair,2.00,Assembly,50.00,1250.00,1850.00,PRODUCTION,SSO-12149034
3/21/2023,POR-11043773,Console,1.00,machine,0.25,4.80,2.96,PRODUCTION,SSO-12149034
3/21/2023,POR-11043773,Console,1.00,Assembly,20.00,500.00,740.00,PRODUCTION,SSO-12149034
3/21/2023,POR-11043774,Mirror,1.00,machine,0.42,20.40,12.58,PRODUCTION,SSO-12149034
3/21/2023,POR-11043774,Mirror,1.00,Assembly,10.00,250.00,370.00,PRODUCTION,SSO-12149034
3/21/2023,POR-11043779,Round side table,3.00,machine,0.67,10.20,6.29,PRODUCTION,SSO-12149034
3/21/2023,POR-11043779,Round side table,3.00,Veneer,1.00,25.00,37.00,PRODUCTION,SSO-12149034
3/21/2023,POR-11043779,Round side table,3.00,Assembly,24.00,600.00,888.00,PRODUCTION,SSO-12149034
3/21/2023,POR-11043781,Round side table,2.00,machine,0.59,10.20,6.29,PRODUCTION,SSO-12149034
3/21/2023,POR-11043781,Round side table,2.00,Veneer,1.00,25.00,37.00,PRODUCTION,SSO-12149034
3/21/2023,POR-11043781,Round side table,2.00,Assembly,16.00,400.00,592.00,PRODUCTION,SSO-12149034
3/21/2023,POR-11043810,Bed,1.00,machine,0.84,25.20,15.54,PRODUCTION,SSO-12148389
3/21/2023,POR-11043810,Bed,1.00,Assembly,25.00,625.00,925.00,PRODUCTION,SSO-12148389
3/21/2023,POR-11043836,Bed,1.00,machine,1.17,25.20,15.54,PRODUCTION,SSO-12148389
3/21/2023,POR-11043836,Bed,1.00,Assembly,45.00,1125.00,1665.00,PRODUCTION,SSO-12148389
3/21/2023,POR-11043840,Mirror,1.00,machine,0.58,4.24,2.96,PRODUCTION,SSO-12148389
3/21/2023,POR-11043840,Mirror,1.00,Assembly,10.00,250.00,370.00,PRODUCTION,SSO-12148389
3/21/2023,POR-11043847,Mirror,1.00,machine,0.58,4.24,2.96,PRODUCTION,SSO-12148389
3/21/2023,POR-11043847,Mirror,1.00,Assembly,10.00,250.00,370.00,PRODUCTION,SSO-12148389
3/21/2023,POR-11043853,Mirror,1.00,machine,0.08,4.24,2.96,PRODUCTION,SSO-12148389
3/21/2023,POR-11043853,Mirror,1.00,Assembly,10.00,250.00,370.00,PRODUCTION,SSO-12148389
3/21/2023,POR-11043860,Mirror,1.00,machine,1.08,4.24,2.96,PRODUCTION,SSO-12148389
3/21/2023,POR-11043860,Mirror,1.00,Assembly,2.00,50.00,74.00,PRODUCTION,SSO-12148389
3/21/2023,POR-11043864,Mirror,1.00,machine,0.25,10.20,6.29,PRODUCTION,SSO-12148389
3/21/2023,POR-11043864,Mirror,1.00,Assembly,15.00,375.00,555.00,PRODUCTION,SSO-12148389
3/21/2023,POR-11043871,Bed,1.00,machine,0.92,30.00,18.50,PRODUCTION,SSO-12148389
3/21/2023,POR-11043871,Bed,1.00,Assembly,40.00,1000.00,1480.00,PRODUCTION,SSO-12148389
3/22/2023,POR-11041779,Arm chair,4.00,Upholstery,54.00,1242.06,1565.94,PRODUCTION,SSO-12136516
3/22/2023,POR-11041785,Dining Arm chair,18.00,Upholstery,180.00,4140.22,5219.78,PRODUCTION,SSO-12136516
3/22/2023,POR-11041878,Sofa,1.00,Upholstery,40.00,920.05,1159.95,PRODUCTION,PROD-UPHOLSTERY-0002
3/22/2023,POR-11042384,Stool,2.00,Control&Packing,0.50,0.00,0.00,PRODUCTION,SSO-12141079
3/22/2023,POR-11042445,TV unit,1.00,Painting,25.00,625.00,925.00,PRODUCTION,SSO-12141928
3/22/2023,POR-11042531,Sofa,9.50,Upholstery,105.00,2415.13,3044.87,PRODUCTION,SSO-12141205
3/22/2023,POR-11042794,TV unit,18.34,Painting,45.00,1125.00,1665.00,PRODUCTION,PROD-PAINTING-0001
3/22/2023,POR-11042821,Round center table,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SOJ-12003236
3/22/2023,POR-11042822,Round center table,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SOJ-12003236
3/22/2023,POR-11042869,Dining Arm chair,16.00,Upholstery,96.00,2208.11,2783.89,PRODUCTION,SSO-12142691
3/22/2023,POR-11042869,Dining Arm chair,16.00,Painting,256.00,6400.00,9472.00,PRODUCTION,SSO-12142691
3/22/2023,POR-11042870,Sofa,4.00,Upholstery,60.00,1380.07,1739.93,PRODUCTION,SSO-12142691
3/22/2023,POR-11042900,Rectangular Side Table,2.00,Painting,30.00,750.00,1110.00,PRODUCTION,SSO-12146685
3/22/2023,POR-11043276,Sofa,4.00,Upholstery,60.00,1380.07,1739.93,PRODUCTION,PROD-UPHOLSTERY-0001
3/22/2023,POR-11043277,Sofa,4.00,Upholstery,60.00,1380.07,1739.93,PRODUCTION,SSO-12144592
3/22/2023,POR-11043278,Sofa,5.00,Upholstery,75.00,1725.09,2174.91,PRODUCTION,SSO-12144592
3/22/2023,POR-11043285,Console,1.00,Painting,25.00,625.00,925.00,PRODUCTION,PROD-PAINTING-0001
3/22/2023,POR-11043286,Rectangular Dining Table,1.00,Control&Packing,1.00,0.00,0.00,PRODUCTION,MAN-CTLPAC-0001
3/22/2023,POR-11043287,Dining Arm chair,2.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12148130
3/22/2023,POR-11043288,Dining Side Chair,12.00,Painting,120.00,3000.00,4440.00,PRODUCTION,SSO-12148130
3/22/2023,POR-11043298,Buffet,1.00,Painting,45.00,1125.00,1665.00,PRODUCTION,PROD-PAINTING-0001
3/22/2023,POR-11043315,ROUND DINING TABLE,1.00,Painting,45.00,1125.00,1665.00,PRODUCTION,PROD-PAINTING-0001
3/22/2023,POR-11043317,Rectangular Dining Table,1.00,Painting,50.00,1250.00,1850.00,PRODUCTION,PROD-PAINTING-0001
3/22/2023,POR-11043325,Wall Decoration,10.64,Painting,35.00,875.00,1295.00,PRODUCTION,PROD-PAINTING-0001
3/22/2023,POR-11043326,Console,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043327,Stand,1.00,Painting,5.00,125.00,185.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043328,Wall Decoration,7.42,Painting,25.00,625.00,925.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043331,Arm chair,2.00,Painting,15.00,375.00,555.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043332,Square Center Table,2.00,Painting,40.00,1000.00,1480.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043333,Square Side Table,4.00,Painting,40.00,1000.00,1480.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043334,Round side table,2.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043335,Sofa,2.00,Painting,10.00,250.00,370.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043336,Arm chair,3.00,Painting,15.00,375.00,555.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043337,Round center table,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043338,Round side table,3.00,Painting,30.00,750.00,1110.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043342,Square Center Table,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043343,Square Side Table,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043344,Square Side Table,2.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043345,Console,1.00,Painting,25.00,625.00,925.00,PRODUCTION,SSO-12145496
3/22/2023,POR-11043346,Door,8.00,Painting,150.00,3750.00,5550.00,PRODUCTION,PROD-PAINTING-0002
3/22/2023,POR-11043346,Door,8.00,Assembly,200.00,5000.00,7400.00,PRODUCTION,PROD-CARPENTRY-0004
3/22/2023,POR-11043347,Door,13.00,Painting,230.00,5750.00,8510.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043347,Door,13.00,Assembly,300.00,7500.00,11100.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043348,Door,66.00,Painting,500.00,12500.00,18500.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043348,Door,66.00,Assembly,700.00,17500.00,25900.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043349,Door,21.00,Painting,150.00,3750.00,5550.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043349,Door,21.00,Assembly,200.00,5000.00,7400.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043350,Door,7.00,Painting,170.00,4250.00,6290.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043350,Door,7.00,Assembly,200.00,5000.00,7400.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043351,Door,28.00,Painting,260.00,6500.00,9620.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043351,Door,28.00,Assembly,400.00,10000.00,14800.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043352,Door,4.00,Painting,45.00,1125.00,1665.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043352,Door,4.00,Assembly,40.00,1000.00,1480.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043353,Door,16.00,Painting,180.00,4500.00,6660.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043353,Door,16.00,Assembly,200.00,5000.00,7400.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043354,Door,4.00,Painting,48.00,1200.00,1776.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043354,Door,4.00,Assembly,40.00,1000.00,1480.00,PRODUCTION,SSO-12149340
3/22/2023,POR-11043355,Door,1.00,Painting,12.00,300.00,444.00,PRODUCTION,SSO-12149340
