Posting Date,Order No.,Item,Quantity,Department,Time,"Direct 
Cost","Overhead 
Cost",Departement Code,Sales order
1/30/2023,POR-11040723,Sofa,15.75,Upholstery,235.00,5405.28,6814.72,PRODUCTION,SSO-12123384
1/30/2023,POR-11041006,Sofa,12.28,Upholstery,170.00,3910.20,4929.80,PRODUCTION,SSO-12123384
1/30/2023,POR-11041007,Sofa,2.47,Upholstery,35.00,805.04,1014.96,PRODUCTION,SSO-12123384
1/30/2023,POR-11041682,Rectangular Dining Table,1.00,Painting,95.00,2375.00,3515.00,PRODUCTION,SSO-12133564
1/30/2023,POR-11041805,TV unit,1.00,Painting,190.00,4750.00,7030.00,PRODUCTION,PROD-PAINTING-0002
1/30/2023,POR-11041806,Cladding ,12.70,Assembly,80.00,2000.00,2960.00,PRODUCTION,SSO-12133564
1/30/2023,POR-11041823,Cladding ,1.00,Painting,180.00,4500.00,6660.00,PRODUCTION,SSO-12133564
1/30/2023,POR-11041835,Mirror,1.00,Painting,45.00,1125.00,1665.00,PRODUCTION,SSO-12133564
1/30/2023,POR-11041842,Mirror,1.00,Painting,13.00,325.00,481.00,PRODUCTION,SSO-12133564
1/30/2023,POR-11041847,Cladding ,12.00,Assembly,45.00,1125.00,1665.00,PRODUCTION,SSO-12133564
1/30/2023,POR-11041874,Dining Arm chair,2.00,Upholstery,18.00,414.02,521.98,PRODUCTION,SSO-12141628
1/30/2023,POR-11041874,Dining Arm chair,2.00,Painting,7.17,100.00,148.00,PRODUCTION,SSO-12141628
1/30/2023,POR-11041890,Night stand,2.00,Assembly,30.00,750.00,1110.00,PRODUCTION,PROD-CARPENTRY-0004
1/30/2023,POR-11041890,Night stand,2.00,machine,8.50,248.02,295.98,PRODUCTION,PROD-CARPENTRY-0002
1/30/2023,POR-11042472,Arm chair,1.00,Upholstery,14.00,322.02,405.98,PRODUCTION,SSO-12141930
1/30/2023,POR-11042478,Dining Arm chair,12.00,Upholstery,120.00,2760.14,3479.86,PRODUCTION,SSO-12141930
1/30/2023,POR-11042496,Sofa,3.40,Upholstery,50.00,230.01,289.99,PRODUCTION,PROD-UPHOLSTERY-0001
1/30/2023,POR-11042496,Sofa,3.40,Painting,11.96,32.61,48.26,PRODUCTION,PROD-PAINTING-0004
1/30/2023,POR-11042497,Sofa,3.40,Upholstery,50.00,230.01,289.99,PRODUCTION,SSO-12142594
1/30/2023,POR-11042497,Sofa,3.40,Painting,11.96,32.61,48.26,PRODUCTION,SSO-12142594
1/30/2023,POR-11042498,Sofa,3.40,Upholstery,50.00,230.01,289.99,PRODUCTION,SSO-12142594
1/30/2023,POR-11042498,Sofa,3.40,Painting,11.96,32.61,48.26,PRODUCTION,SSO-12142594
1/30/2023,POR-11042500,Rectangular Center Table,1.00,Painting,50.00,1250.00,1850.00,PRODUCTION,SSO-12142594
1/30/2023,POR-11042501,Round side table,1.00,Control&Packing,60.00,0.00,0.00,PRODUCTION,SSO-12142594
1/30/2023,POR-11042527,Sofa,4.50,Upholstery,70.00,1610.08,2029.92,PRODUCTION,PROD-UPHOLSTERY-0002
1/30/2023,POR-11042528,Arm chair,2.00,Upholstery,28.00,644.03,811.97,PRODUCTION,SSO-12141205
1/30/2023,POR-11042537,Rectangular Dining Table,1.00,Painting,50.00,1250.00,1850.00,PRODUCTION,SSO-12141205
1/30/2023,POR-11042710,Sofa,3.00,Upholstery,25.00,575.03,724.97,PRODUCTION,PROD-UPHOLSTERY-0001
1/30/2023,POR-11042710,Sofa,3.00,Assembly,15.00,375.00,555.00,PRODUCTION,PROD-CARPENTRY-0004
1/30/2023,POR-11042711,Sofa,3.00,Upholstery,20.00,460.02,579.98,PRODUCTION,SSO-12144227
1/30/2023,POR-11042712,Sofa,3.00,Upholstery,20.00,460.02,579.98,PRODUCTION,SSO-12144227
1/30/2023,POR-11042713,Sofa,3.00,Upholstery,20.00,460.02,579.98,PRODUCTION,SSO-12144227
1/30/2023,POR-11042714,Sofa,4.80,Upholstery,25.00,575.03,724.97,PRODUCTION,SSO-12144227
1/30/2023,POR-11042726,Arm chair,5.00,Upholstery,70.00,1610.08,2029.92,PRODUCTION,SSO-12143613
1/30/2023,POR-11042727,Console,1.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12143613
1/30/2023,POR-11042727,Console,1.00,Assembly,60.00,625.00,925.00,PRODUCTION,SSO-12143613
1/30/2023,POR-11042765,Sofa,4.80,Upholstery,45.00,1035.05,1304.95,PRODUCTION,SSO-12144251
1/30/2023,POR-11042817,Sofa,3.00,Upholstery,135.00,3105.16,3914.84,PRODUCTION,SOJ-12003236
1/30/2023,POR-11042839,Sofa,8.00,Upholstery,120.00,2760.14,3479.86,PRODUCTION,SSO-12142691
1/30/2023,POR-11042889,Arm chair,2.00,Upholstery,45.00,92.00,116.00,PRODUCTION,SSO-12149275
1/30/2023,POR-11042890,Rectangular Center Table,1.00,Painting,30.00,750.00,1110.00,PRODUCTION,SSO-12149275
1/30/2023,POR-11042890,Rectangular Center Table,1.00,Assembly,25.00,625.00,925.00,PRODUCTION,SSO-12149275
1/30/2023,POR-11042893,Round side table,3.00,Painting,50.00,1250.00,1850.00,PRODUCTION,SSO-12149275
1/30/2023,POR-11042896,Sofa,3.00,Painting,7.17,32.61,48.26,PRODUCTION,SSO-12146685
1/30/2023,POR-11042896,Sofa,3.00,Upholstery,100.00,2300.12,2899.88,PRODUCTION,SSO-12146685
1/30/2023,POR-11042897,Sofa,3.00,Upholstery,50.00,230.01,289.99,PRODUCTION,SSO-12146685
1/30/2023,POR-11042897,Sofa,3.00,Painting,7.17,32.61,48.26,PRODUCTION,SSO-12146685
1/30/2023,POR-11043104,Sofa,15.75,Upholstery,235.00,5405.28,6814.72,PRODUCTION,SSO-12123384
1/31/2023,POR-11039303,Arm chair,4.00,Upholstery,56.00,1288.07,1623.93,PRODUCTION,SSO-12118875
1/31/2023,POR-11039348,Sofa,4.36,Painting,10.00,250.00,370.00,PRODUCTION,PROD-PAINTING-0002
1/31/2023,POR-11039901,Arm chair,2.00,Painting,10.00,250.00,370.00,PRODUCTION,SSO-12119453
1/31/2023,POR-11040287,Bed,1.00,Upholstery,30.00,690.04,869.96,PRODUCTION,PROD-UPHOLSTERY-0001
1/31/2023,POR-11041752,Cladding ,12.50,machine,0.58,30.74,21.46,PRODUCTION,SSO-12122598
1/31/2023,POR-11041752,Cladding ,12.50,Veneer,6.00,150.00,222.00,PRODUCTION,SSO-12122598
1/31/2023,POR-11041752,Cladding ,12.50,Assembly,30.00,750.00,1110.00,PRODUCTION,SSO-12122598
1/31/2023,POR-11041789,Round side table,1.00,Painting,10.00,250.00,370.00,PRODUCTION,SSO-12136516
1/31/2023,POR-11041791,Arm chair,4.00,Painting,24.00,600.00,888.00,PRODUCTION,SSO-12136516
1/31/2023,POR-11041791,Arm chair,4.00,machine,0.50,30.00,18.50,PRODUCTION,SSO-12136516
1/31/2023,POR-11041791,Arm chair,4.00,Assembly,60.00,1500.00,2220.00,PRODUCTION,SSO-12136516
1/31/2023,POR-11041797,Sofa,3.00,machine,0.83,43.99,30.71,PRODUCTION,SSO-12136516
1/31/2023,POR-11041797,Sofa,3.00,Assembly,30.00,750.00,1110.00,PRODUCTION,SSO-12136516
1/31/2023,POR-11041798,Sofa,1.00,machine,0.58,30.74,21.46,PRODUCTION,SSO-12136516
1/31/2023,POR-11041798,Sofa,1.00,Assembly,25.00,625.00,925.00,PRODUCTION,SSO-12136516
1/31/2023,POR-11041802,Arm chair,5.00,Painting,30.00,750.00,1110.00,PRODUCTION,SSO-12136516
1/31/2023,POR-11041802,Arm chair,5.00,machine,1.16,34.80,21.46,PRODUCTION,SSO-12136516
1/31/2023,POR-11041802,Arm chair,5.00,Assembly,100.00,2500.00,3700.00,PRODUCTION,SSO-12136516
1/31/2023,POR-11041804,Round side table,4.00,machine,2.16,4.80,2.96,PRODUCTION,SSO-12136516
1/31/2023,POR-11041804,Round side table,4.00,Veneer,5.00,125.00,185.00,PRODUCTION,SSO-12136516
1/31/2023,POR-11041804,Round side table,4.00,Assembly,20.00,500.00,740.00,PRODUCTION,SSO-12136516
1/31/2023,POR-11041834,Dresser,1.00,Upholstery,10.00,230.01,289.99,PRODUCTION,SSO-12133564
1/31/2023,POR-11041868,Sofa,2.00,Upholstery,80.00,1840.10,2319.90,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11041869,Arm chair,2.00,Upholstery,28.00,644.03,811.97,PRODUCTION,SSO-12141932
1/31/2023,POR-11041871,Dining Arm chair,10.00,Upholstery,100.00,2300.12,2899.88,PRODUCTION,SSO-12141932
1/31/2023,POR-11041879,Rectangular Dining Table,1.00,machine,1.50,45.00,27.75,PRODUCTION,PROD-CARPENTRY-0001
1/31/2023,POR-11041879,Rectangular Dining Table,1.00,Veneer,6.00,150.00,222.00,PRODUCTION,PROD-CARPENTRY-0003
1/31/2023,POR-11041879,Rectangular Dining Table,1.00,Assembly,45.00,1125.00,1665.00,PRODUCTION,PROD-CARPENTRY-0004
1/31/2023,POR-11041879,Rectangular Dining Table,1.00,Upholstery,12.00,276.01,347.99,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11041880,Buffet,1.00,machine,2.15,9.60,5.92,PRODUCTION,SSO-12142139
1/31/2023,POR-11041880,Buffet,1.00,Veneer,7.00,175.00,259.00,PRODUCTION,SSO-12142139
1/31/2023,POR-11041880,Buffet,1.00,Assembly,45.00,1125.00,1665.00,PRODUCTION,SSO-12142139
1/31/2023,POR-11042438,Square Dining Table,1.00,machine,0.58,15.00,9.25,PRODUCTION,PROD-CARPENTRY-0001
1/31/2023,POR-11042438,Square Dining Table,1.00,Veneer,0.50,12.50,18.50,PRODUCTION,PROD-CARPENTRY-0003
1/31/2023,POR-11042438,Square Dining Table,1.00,Assembly,35.00,875.00,1295.00,PRODUCTION,PROD-CARPENTRY-0004
1/31/2023,POR-11042442,Wall Decoration,11.26,Upholstery,10.00,230.01,289.99,PRODUCTION,SSO-12141928
1/31/2023,POR-11042443,Bed,1.00,Upholstery,12.00,276.01,347.99,PRODUCTION,SSO-12141928
1/31/2023,POR-11042448,Banquette,1.00,Control&Packing,0.50,0.00,0.00,PRODUCTION,SSO-12141928
1/31/2023,POR-11042465,Rectangular Dining Table,1.00,machine,3.50,30.00,18.50,PRODUCTION,PROD-CARPENTRY-0001
1/31/2023,POR-11042465,Rectangular Dining Table,1.00,Veneer,10.00,250.00,370.00,PRODUCTION,PROD-CARPENTRY-0003
1/31/2023,POR-11042465,Rectangular Dining Table,1.00,Assembly,60.00,1500.00,2220.00,PRODUCTION,PROD-CARPENTRY-0004
1/31/2023,POR-11042468,Dining Side Chair,20.00,Upholstery,180.00,4140.22,5219.78,PRODUCTION,SSO-12142605
1/31/2023,POR-11042468,Dining Side Chair,20.00,machine,22.75,75.00,46.25,PRODUCTION,SSO-12142605
1/31/2023,POR-11042468,Dining Side Chair,20.00,Assembly,140.00,3500.00,5180.00,PRODUCTION,SSO-12142605
1/31/2023,POR-11042469,Sofa,1.00,Upholstery,45.00,1035.05,1304.95,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11042470,Sofa,1.00,Upholstery,40.00,920.05,1159.95,PRODUCTION,SSO-12141930
1/31/2023,POR-11042471,Arm chair,6.00,Upholstery,84.00,1932.10,2435.90,PRODUCTION,SSO-12141930
1/31/2023,POR-11042476,Rectangular Dining Table,1.00,machine,3.24,34.80,21.46,PRODUCTION,SSO-12141930
1/31/2023,POR-11042476,Rectangular Dining Table,1.00,Veneer,2.00,50.00,74.00,PRODUCTION,SSO-12141930
1/31/2023,POR-11042476,Rectangular Dining Table,1.00,Assembly,45.00,1125.00,1665.00,PRODUCTION,SSO-12141930
1/31/2023,POR-11042478,Dining Arm chair,12.00,machine,14.00,30.00,18.50,PRODUCTION,SSO-12141930
1/31/2023,POR-11042478,Dining Arm chair,12.00,Assembly,84.00,2100.00,3108.00,PRODUCTION,SSO-12141930
1/31/2023,POR-11042481,Sofa,2.00,machine,1.16,45.00,27.75,PRODUCTION,PROD-CARPENTRY-0001
1/31/2023,POR-11042481,Sofa,2.00,Assembly,50.00,1250.00,1850.00,PRODUCTION,PROD-CARPENTRY-0004
1/31/2023,POR-11042482,Sofa,3.00,machine,1.83,79.80,49.21,PRODUCTION,SSO-12144630
1/31/2023,POR-11042482,Sofa,3.00,Assembly,75.00,1875.00,2775.00,PRODUCTION,SSO-12144630
1/31/2023,POR-11042483,Arm chair,9.00,Upholstery,126.00,2898.15,3653.85,PRODUCTION,SSO-12144630
1/31/2023,POR-11042483,Arm chair,9.00,machine,3.00,120.00,74.00,PRODUCTION,SSO-12144630
1/31/2023,POR-11042483,Arm chair,9.00,Assembly,180.00,4500.00,6660.00,PRODUCTION,SSO-12144630
1/31/2023,POR-11042492,Night stand,1.00,machine,14.08,15.00,9.25,PRODUCTION,SSO-12143074
1/31/2023,POR-11042492,Night stand,1.00,Veneer,10.00,250.00,370.00,PRODUCTION,SSO-12143074
1/31/2023,POR-11042492,Night stand,1.00,Assembly,40.00,1000.00,1480.00,PRODUCTION,SSO-12143074
1/31/2023,POR-11042493,Dresser,1.00,machine,1.57,4.80,2.96,PRODUCTION,SSO-12143074
1/31/2023,POR-11042493,Dresser,1.00,Veneer,2.00,50.00,74.00,PRODUCTION,SSO-12143074
1/31/2023,POR-11042493,Dresser,1.00,Assembly,30.00,750.00,1110.00,PRODUCTION,SSO-12143074
1/31/2023,POR-11042499,Arm chair,2.00,Painting,20.00,500.00,740.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042504,Dining Arm chair,18.00,machine,21.00,45.00,27.75,PRODUCTION,SSO-12142594
1/31/2023,POR-11042504,Dining Arm chair,18.00,Assembly,126.00,3150.00,4662.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042504,Dining Arm chair,18.00,Upholstery,180.00,4140.22,5219.78,PRODUCTION,SSO-12142594
1/31/2023,POR-11042505,Buffet,1.00,machine,3.15,9.60,5.92,PRODUCTION,SSO-12142594
1/31/2023,POR-11042505,Buffet,1.00,Veneer,7.00,175.00,259.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042505,Buffet,1.00,Assembly,45.00,1125.00,1665.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042506,Square Center Table,1.00,machine,1.50,26.50,18.50,PRODUCTION,SSO-12142594
1/31/2023,POR-11042506,Square Center Table,1.00,Veneer,5.00,125.00,185.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042506,Square Center Table,1.00,Assembly,35.00,875.00,1295.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042507,Square Side Table,3.00,machine,1.75,13.25,9.25,PRODUCTION,SSO-12142594
1/31/2023,POR-11042507,Square Side Table,3.00,Veneer,3.00,75.00,111.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042507,Square Side Table,3.00,Assembly,45.00,1125.00,1665.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042509,Console,1.00,machine,1.33,17.49,12.21,PRODUCTION,SSO-12142594
1/31/2023,POR-11042509,Console,1.00,Veneer,3.00,75.00,111.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042509,Console,1.00,Assembly,25.00,625.00,925.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042512,TV unit,1.00,machine,0.99,9.60,5.92,PRODUCTION,SSO-12142594
1/31/2023,POR-11042512,TV unit,1.00,Veneer,3.00,75.00,111.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042512,TV unit,1.00,Assembly,25.00,625.00,925.00,PRODUCTION,SSO-12142594
1/31/2023,POR-11042515,Arm chair,2.00,Upholstery,28.00,644.03,811.97,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11042535,Square Center Table,1.00,machine,1.74,21.73,15.17,PRODUCTION,SSO-12141205
1/31/2023,POR-11042535,Square Center Table,1.00,Veneer,5.00,125.00,185.00,PRODUCTION,SSO-12141205
1/31/2023,POR-11042535,Square Center Table,1.00,Assembly,35.00,875.00,1295.00,PRODUCTION,SSO-12141205
1/31/2023,POR-11042536,Square Side Table,2.00,machine,1.16,8.48,5.92,PRODUCTION,SSO-12141205
1/31/2023,POR-11042536,Square Side Table,2.00,Veneer,2.00,50.00,74.00,PRODUCTION,SSO-12141205
1/31/2023,POR-11042536,Square Side Table,2.00,Assembly,30.00,750.00,1110.00,PRODUCTION,SSO-12141205
1/31/2023,POR-11042538,Dining Arm chair,12.00,machine,14.00,30.00,18.50,PRODUCTION,SSO-12141205
1/31/2023,POR-11042538,Dining Arm chair,12.00,Assembly,84.00,2100.00,3108.00,PRODUCTION,SSO-12141205
1/31/2023,POR-11042539,Buffet,1.00,Upholstery,12.00,276.01,347.99,PRODUCTION,SSO-12141205
1/31/2023,POR-11042539,Buffet,1.00,machine,2.33,26.50,18.50,PRODUCTION,SSO-12141205
1/31/2023,POR-11042539,Buffet,1.00,Veneer,10.00,250.00,370.00,PRODUCTION,SSO-12141205
1/31/2023,POR-11042539,Buffet,1.00,Assembly,45.00,1125.00,1665.00,PRODUCTION,SSO-12141205
1/31/2023,POR-11042540,Console,1.00,machine,1.49,17.49,12.21,PRODUCTION,SSO-12141205
1/31/2023,POR-11042540,Console,1.00,Veneer,3.00,75.00,111.00,PRODUCTION,SSO-12141205
1/31/2023,POR-11042540,Console,1.00,Assembly,25.00,625.00,925.00,PRODUCTION,SSO-12141205
1/31/2023,POR-11042587,Curtains,1.00,machine,0.08,4.24,2.96,CURTAINS,SSO-12107988
1/31/2023,POR-11042587,Curtains,1.00,Assembly,5.00,125.00,185.00,CURTAINS,SSO-12107988
1/31/2023,POR-11042623,Sofa,3.50,Upholstery,55.00,1265.07,1594.93,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11042624,Sofa,2.00,Upholstery,70.00,207.01,260.99,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11042629,Dining Arm chair,14.00,machine,3.16,69.60,42.92,PRODUCTION,PROD-CARPENTRY-0001
1/31/2023,POR-11042629,Dining Arm chair,14.00,Assembly,140.00,3500.00,5180.00,PRODUCTION,PROD-CARPENTRY-0004
1/31/2023,POR-11042630,Buffet,2.00,machine,6.99,9.60,5.92,PRODUCTION,PROD-CARPENTRY-0001
1/31/2023,POR-11042630,Buffet,2.00,Veneer,14.00,350.00,518.00,PRODUCTION,PROD-CARPENTRY-0003
1/31/2023,POR-11042630,Buffet,2.00,Assembly,90.00,2250.00,3330.00,PRODUCTION,PROD-CARPENTRY-0004
1/31/2023,POR-11042631,Sofa,3.00,Upholstery,135.00,3105.16,3914.84,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11042632,Arm chair,2.00,Upholstery,32.00,644.03,811.97,PRODUCTION,SSO-12142354
1/31/2023,POR-11042634,Rectangular Center Table,8.00,Control&Packing,1.00,0.00,0.00,PRODUCTION,SSO-12142354
1/31/2023,POR-11042635,Square Side Table,7.00,Control&Packing,1.00,0.00,0.00,PRODUCTION,SSO-12142354
1/31/2023,POR-11042715,Sofa,4.50,machine,1.50,90.00,55.50,PRODUCTION,SSO-12144227
1/31/2023,POR-11042715,Sofa,4.50,Assembly,50.00,1250.00,1850.00,PRODUCTION,SSO-12144227
1/31/2023,POR-11042716,Sofa,1.00,machine,1.50,90.00,55.50,PRODUCTION,SSO-12144227
1/31/2023,POR-11042716,Sofa,1.00,Assembly,50.00,1250.00,1850.00,PRODUCTION,SSO-12144227
1/31/2023,POR-11042717,Round side table,4.00,Upholstery,6.00,46.00,58.00,PRODUCTION,SSO-12144227
1/31/2023,POR-11042718,Square Center Table,4.00,Upholstery,2.00,46.00,58.00,PRODUCTION,SSO-12144227
1/31/2023,POR-11042721,Chaise Lounge,2.00,Upholstery,80.00,1840.10,2319.90,PRODUCTION,SSO-12144227
1/31/2023,POR-11042723,Sofa,3.00,Control&Packing,1.00,0.00,0.00,PRODUCTION,MAN-CTLPAC-0001
1/31/2023,POR-11042723,Sofa,3.00,Upholstery,100.00,2300.12,2899.88,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11042724,Sofa,3.00,Control&Packing,1.00,0.00,0.00,PRODUCTION,SSO-12143613
1/31/2023,POR-11042724,Sofa,3.00,Upholstery,100.00,2300.12,2899.88,PRODUCTION,SSO-12143613
1/31/2023,POR-11042725,Sofa,4.00,Upholstery,200.00,4600.24,5799.76,PRODUCTION,SSO-12143613
1/31/2023,POR-11042727,Console,1.00,machine,1.66,15.00,9.25,PRODUCTION,SSO-12143613
1/31/2023,POR-11042727,Console,1.00,Veneer,1.00,25.00,37.00,PRODUCTION,SSO-12143613
1/31/2023,POR-11042730,Round side table,1.00,machine,1.33,15.00,9.25,PRODUCTION,SSO-12142733
1/31/2023,POR-11042730,Round side table,1.00,Assembly,15.00,375.00,555.00,PRODUCTION,SSO-12142733
1/31/2023,POR-11042735,Square Side Table,2.00,machine,4.32,9.60,5.92,PRODUCTION,SSO-12144532
1/31/2023,POR-11042735,Square Side Table,2.00,Veneer,6.00,150.00,222.00,PRODUCTION,SSO-12144532
1/31/2023,POR-11042735,Square Side Table,2.00,Assembly,24.00,600.00,888.00,PRODUCTION,SSO-12144532
1/31/2023,POR-11042739,Round Side Table,1.00,machine,0.16,8.96,5.92,PRODUCTION,SSO-12145411
1/31/2023,POR-11042739,Round Side Table,1.00,Assembly,1.00,25.00,37.00,PRODUCTION,SSO-12145411
1/31/2023,POR-11042743,Dining Side Chair,8.00,machine,1.08,60.00,37.00,PRODUCTION,PROD-CARPENTRY-0001
1/31/2023,POR-11042743,Dining Side Chair,8.00,Assembly,64.00,1600.00,2368.00,PRODUCTION,PROD-CARPENTRY-0004
1/31/2023,POR-11042751,Night stand,2.00,Painting,30.00,750.00,1110.00,PRODUCTION,SSO-12145932
1/31/2023,POR-11042751,Night stand,2.00,Upholstery,8.00,184.01,231.99,PRODUCTION,SSO-12145932
1/31/2023,POR-11042751,Night stand,2.00,machine,1.32,9.60,5.92,PRODUCTION,SSO-12145932
1/31/2023,POR-11042751,Night stand,2.00,Veneer,4.00,100.00,148.00,PRODUCTION,SSO-12145932
1/31/2023,POR-11042751,Night stand,2.00,Assembly,30.00,750.00,1110.00,PRODUCTION,SSO-12145932
1/31/2023,POR-11042753,Headboard,1.00,Upholstery,50.00,1150.06,1449.94,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11042754,Bed,1.00,Upholstery,12.00,276.01,347.99,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11042755,Night stand,2.00,Upholstery,12.00,276.01,347.99,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11042756,Dresser,1.00,Upholstery,12.00,276.01,347.99,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11042757,Banquette,1.00,Upholstery,12.00,276.01,347.99,PRODUCTION,PROD-UPHOLSTERY-0002
1/31/2023,POR-11042777,Cladding ,82.59,machine,6.41,317.99,222.01,PRODUCTION,SSO-12137142
1/31/2023,POR-11042777,Cladding ,82.59,Assembly,240.00,6000.00,8880.00,PRODUCTION,SSO-12137142
1/31/2023,POR-11042794,TV unit,18.34,machine,5.50,60.00,37.00,PRODUCTION,PROD-CARPENTRY-0001
1/31/2023,POR-11042794,TV unit,18.34,Veneer,5.00,125.00,185.00,PRODUCTION,PROD-CARPENTRY-0003
1/31/2023,POR-11042794,TV unit,18.34,Assembly,90.00,2250.00,3330.00,PRODUCTION,PROD-CARPENTRY-0004
1/31/2023,POR-11042795,Sofa,6.00,Upholstery,180.00,2070.11,2609.89,PRODUCTION,SOJ-12002950
1/31/2023,POR-11042795,Sofa,6.00,machine,1.66,60.00,37.00,PRODUCTION,SOJ-12002950
1/31/2023,POR-11042795,Sofa,6.00,Assembly,60.00,1500.00,2220.00,PRODUCTION,SOJ-12002950
1/31/2023,POR-11042796,Cabinet,1.00,machine,0.75,15.00,9.25,PRODUCTION,SOJ-12002950
1/31/2023,POR-11042796,Cabinet,1.00,Assembly,35.00,875.00,1295.00,PRODUCTION,SOJ-12002950
1/31/2023,POR-11042799,Cabinet,2.00,machine,0.49,4.80,2.96,PRODUCTION,SOJ-12002950
1/31/2023,POR-11042799,Cabinet,2.00,Veneer,4.00,100.00,148.00,PRODUCTION,SOJ-12002950
1/31/2023,POR-11042799,Cabinet,2.00,Assembly,15.00,375.00,555.00,PRODUCTION,SOJ-12002950
1/31/2023,POR-11042814,Board,15.00,machine,0.25,13.25,9.25,PRODUCTION,PROD-CARPENTRY-0001
1/31/2023,POR-11042814,Board,15.00,Assembly,10.00,250.00,370.00,PRODUCTION,PROD-CARPENTRY-0004
1/31/2023,POR-11042815,Sofa,1.00,machine,0.58,30.00,18.50,PRODUCTION,PROD-CARPENTRY-0001
1/31/2023,POR-11042815,Sofa,1.00,Assembly,25.00,625.00,925.00,PRODUCTION,PROD-CARPENTRY-0004
1/31/2023,POR-11042816,Arm chair,2.00,machine,0.50,15.00,9.25,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042816,Arm chair,2.00,Assembly,40.00,1000.00,1480.00,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042817,Sofa,3.00,machine,2.16,90.00,55.50,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042817,Sofa,3.00,Assembly,75.00,1875.00,2775.00,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042820,Rectangular Side Table,5.00,Painting,10.00,250.00,370.00,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042821,Round center table,1.00,machine,0.58,4.24,2.96,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042821,Round center table,1.00,Veneer,1.00,25.00,37.00,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042821,Round center table,1.00,Assembly,8.00,200.00,296.00,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042822,Round center table,1.00,machine,0.58,4.24,2.96,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042822,Round center table,1.00,Veneer,1.00,25.00,37.00,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042822,Round center table,1.00,Assembly,8.00,200.00,296.00,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042823,Banquette,1.00,Upholstery,12.00,276.01,347.99,PRODUCTION,SOJ-12003236
1/31/2023,POR-11042825,Square Side Table,2.00,machine,0.16,4.80,2.96,PRODUCTION,SSO-12142733
1/31/2023,POR-11042825,Square Side Table,2.00,Assembly,15.00,375.00,555.00,PRODUCTION,SSO-12142733
1/31/2023,POR-11042827,Round side table,1.00,machine,0.50,28.00,18.50,PRODUCTION,SSO-12142733
1/31/2023,POR-11042827,Round side table,1.00,Assembly,8.00,200.00,296.00,PRODUCTION,SSO-12142733
1/31/2023,POR-11042831,Dining Side Chair,10.00,machine,6.00,60.00,37.00,PRODUCTION,SSO-12142733
1/31/2023,POR-11042831,Dining Side Chair,10.00,Assembly,100.00,2500.00,3700.00,PRODUCTION,SSO-12142733
1/31/2023,POR-11042835,TV unit,1.00,machine,0.82,9.60,5.92,PRODUCTION,SSO-12142733
1/31/2023,POR-11042835,TV unit,1.00,Veneer,5.00,125.00,185.00,PRODUCTION,SSO-12142733
1/31/2023,POR-11042835,TV unit,1.00,Assembly,30.00,750.00,1110.00,PRODUCTION,SSO-12142733
1/31/2023,POR-11042836,Console,1.00,machine,0.32,9.60,5.92,PRODUCTION,SSO-12142733
1/31/2023,POR-11042836,Console,1.00,Veneer,2.00,50.00,74.00,PRODUCTION,SSO-12142733
1/31/2023,POR-11042836,Console,1.00,Assembly,25.00,625.00,925.00,PRODUCTION,SSO-12142733
1/31/2023,POR-11042837,Service table,1.00,machine,0.08,4.24,2.96,PRODUCTION,SSO-12142733
