Posting Date,Order No.,Work center Number,Department,Item,Time,Quantity,Sales order
8/14/2023,POR-11047813,600,Control & Packing,Cabinet,0,8.8,SSO-12150029
8/14/2023,POR-11046903,600,Control & Packing,Cabinet,0,2.8,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,5.6,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,7.9,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,9.4,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,2.6,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,4.9,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,3.5,MAN-CTLPAC-0001
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,4.8,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,3.5,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,8.3,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,5.5,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,7.6,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,3,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,2.8,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,3,SSO-12150029
8/14/2023,POR-11045766,600,Control & Packing,Cabinet,0,3,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,5.7,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,6.5,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,3.2,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,4.8,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,1,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,10.3,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,2.8,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,3,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,5.5,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,9.7,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,2.9,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,6,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,5.8,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,5.7,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,8.1,SSO-12150029
8/14/2023,POR-11036484,600,Control & Packing,Cabinet,0,3.1,SSO-12150029
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,9.7,SSO-12150029
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,6.3,SSO-12150029
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,3,SSO-12150029
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,5.3,SSO-12150029
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,9.9,SSO-12150029
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,2.9,SSO-12150029
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,5.5,SSO-12150029
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,7.9,SSO-12150029
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,3.8,SSO-12150185
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,5.8,SSO-12150185
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,3.1,SSO-12150185
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,4.4,MAN-CTLPAC-0001
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,3.7,SSO-12150185
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,8.6,SSO-12150185
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,3.8,SSO-12150185
8/14/2023,POR-11047833,600,Control & Packing,Cabinet,0,4.4,SSO-12150185
8/14/2023,POR-11047812,600,Control & Packing,Cabinet,0,9.6,SSO-12150185
8/14/2023,POR-11047811,600,Control & Packing,Cabinet,0,1,SSO-12150185
8/14/2023,POR-11047810,600,Control & Packing,Cabinet,0,7.6,SSO-12150185
8/14/2023,POR-11047809,600,Control & Packing,Cabinet,0,3.1,SSO-12150185
8/14/2023,POR-11046458,600,Control & Packing,Cabinet,0,8.8,SSO-12150185
8/14/2023,POR-11046457,600,Control & Packing,Cabinet,0,1,SSO-12150185
8/14/2023,POR-11047094,600,Control & Packing,Cabinet,0,3.1,SSO-12150185
8/14/2023,POR-11047094,600,Control & Packing,Cabinet,0,3.8,SSO-12150185
8/14/2023,POR-11047094,600,Control & Packing,Cabinet,0,3.9,SSO-12150185
8/14/2023,POR-11047094,600,Control & Packing,Cabinet,0,7.2,SSO-12150185
8/14/2023,POR-11047094,600,Control & Packing,Cabinet,0,1,SSO-12150185
8/14/2023,POR-11047095,600,Control & Packing,Cabinet,0,3,SSO-12150185
8/14/2023,POR-11047095,600,Control & Packing,Cabinet,0,3.7,SSO-12150185
8/14/2023,POR-11047095,600,Control & Packing,Cabinet,0,9.5,SSO-12150185
8/14/2023,POR-11047095,600,Control & Packing,Cabinet,0,9.3,SSO-12150185
8/14/2023,POR-11047095,600,Control & Packing,Cabinet,0,13.7,SSO-12150185
8/14/2023,POR-11047095,600,Control & Packing,Cabinet,0,3.7,SSO-12150185
8/14/2023,POR-11047097,600,Control & Packing,Cabinet,0,7.7,SSO-12150185
8/14/2023,POR-11047097,600,Control & Packing,Cabinet,0,1,SSO-12150185
8/14/2023,POR-11047097,600,Control & Packing,Cabinet,0,3.7,SSO-12150185
8/14/2023,POR-11047097,600,Control & Packing,Cabinet,0,8.5,SSO-12150185
8/14/2023,POR-11047097,600,Control & Packing,Cabinet,0,5.7,SSO-12150185
8/14/2023,POR-11047097,600,Control & Packing,Cabinet,0,5.7,SSO-12150185
8/14/2023,POR-11047096,600,Control & Packing,Cabinet,0,1,SSO-12150185
8/14/2023,POR-11047096,600,Control & Packing,Cabinet,0,5.4,SSO-12150185
8/14/2023,POR-11047096,600,Control & Packing,Cabinet,0,4.3,SSO-12150185
8/14/2023,POR-11047096,600,Control & Packing,Cabinet,0,1,SSO-12150185
8/14/2023,POR-11047096,600,Control & Packing,Cabinet,0,4.8,SSO-12150185
8/14/2023,POR-11047096,600,Control & Packing,Cabinet,0,6.7,SSO-12150185
8/14/2023,POR-11047098,600,Control & Packing,Cabinet,0,18.6,SSO-12150185
8/14/2023,POR-11047098,600,Control & Packing,Cabinet,0,1,SSO-12150185
8/14/2023,POR-11047098,600,Control & Packing,Cabinet,0,10.4,SSO-12150148
8/14/2023,POR-11047098,600,Control & Packing,Cabinet,0,1,SSO-12150148
8/14/2023,POR-11047099,600,Control & Packing,Cabinet,0,8,SSO-12150148
8/14/2023,POR-11047099,600,Control & Packing,Cabinet,0,12.5,SSO-12150148
8/14/2023,POR-11047099,600,Control & Packing,Cabinet,0,10.9,SSO-12150148
8/14/2023,POR-11047099,600,Control & Packing,Cabinet,0,11.4,SSO-12150148
8/14/2023,POR-11047099,600,Control & Packing,Cabinet,0,12.3,SSO-12150148
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,1,SSO-12150148
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,6.7,SSO-12150148
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,4.8,SSO-12150148
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,5.3,SSO-12150148
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,5.3,SSO-12150148
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,1,SSO-12150148
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,10.4,SSO-12150148
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,10.5,SSO-12150148
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,15.4,SSO-12150148
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,6.9,MAN-CTLPAC-0001
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,8.9,SSO-12150148
8/14/2023,POR-11047438,600,Control & Packing,Cabinet,0,10.1,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,10,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,9.4,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,1,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,6.8,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,5.7,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,6.9,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,7.1,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,1,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,6.7,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,13.6,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,7.6,SSO-12150148
8/14/2023,POR-11047439,600,Control & Packing,Cabinet,0,8.3,SSO-12150148
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,8,SSO-12150148
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,8.7,SSO-12150148
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,7.7,SSO-12150148
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,1,SSO-12150148
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,8.9,SSO-12150148
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,8.3,SSO-12150148
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,8.7,SSO-12150148
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,5.9,SSO-12150148
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,16,SSO-12150021
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,6.9,SSO-12150021
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,7.1,SSO-12150021
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,5.4,SSO-12150021
8/14/2023,POR-11046943,600,Control & Packing,Cabinet,0,5.4,SSO-12150021
8/14/2023,POR-11046942,600,Control & Packing,Cabinet,0,5.5,SSO-12150021
8/14/2023,POR-11046942,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046942,600,Control & Packing,Cabinet,0,11.2,SSO-12150021
8/14/2023,POR-11046942,600,Control & Packing,Cabinet,0,11.3,SSO-12150021
8/14/2023,POR-11046942,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046942,600,Control & Packing,Cabinet,0,8.5,SSO-12150021
8/14/2023,POR-11046942,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046942,600,Control & Packing,Cabinet,0,8.5,SSO-12150021
8/14/2023,POR-11046941,600,Control & Packing,Cabinet,0,5.7,SSO-12150021
8/14/2023,POR-11046941,600,Control & Packing,Cabinet,0,8.5,SSO-12150021
8/14/2023,POR-11046941,600,Control & Packing,Cabinet,0,5.4,SSO-12150021
8/14/2023,POR-11046941,600,Control & Packing,Cabinet,0,5.9,SSO-12150021
8/14/2023,POR-11046941,600,Control & Packing,Cabinet,0,7.2,SSO-12150021
8/14/2023,POR-11046941,600,Control & Packing,Cabinet,0,5.4,SSO-12150021
8/14/2023,POR-11046941,600,Control & Packing,Cabinet,0,7.2,MAN-CTLPAC-0001
8/14/2023,POR-11046941,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,8.3,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,5.7,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,2.4,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,11.3,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,7.1,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,5.3,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,7.2,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,10.4,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046940,600,Control & Packing,Cabinet,0,2.4,SSO-12150021
8/14/2023,POR-11046939,600,Control & Packing,Cabinet,0,11.3,SSO-12150021
8/14/2023,POR-11046939,600,Control & Packing,Cabinet,0,7.2,SSO-12150021
8/14/2023,POR-11046939,600,Control & Packing,Cabinet,0,5.4,SSO-12150021
8/14/2023,POR-11046939,600,Control & Packing,Cabinet,0,7.2,SSO-12150021
8/14/2023,POR-11046939,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046939,600,Control & Packing,Cabinet,0,8.2,SSO-12150021
8/14/2023,POR-11046939,600,Control & Packing,Cabinet,0,5.7,SSO-12150021
8/14/2023,POR-11046939,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046938,600,Control & Packing,Cabinet,0,2.4,SSO-12150021
8/14/2023,POR-11046938,600,Control & Packing,Cabinet,0,11.3,SSO-12150021
8/14/2023,POR-11046938,600,Control & Packing,Cabinet,0,7.2,SSO-12150021
8/14/2023,POR-11046938,600,Control & Packing,Cabinet,0,5.4,SSO-12150021
8/14/2023,POR-11046938,600,Control & Packing,Cabinet,0,7.2,SSO-12150021
8/14/2023,POR-11046938,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046938,600,Control & Packing,Cabinet,0,8.1,SSO-12150021
8/14/2023,POR-11046938,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,2.4,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,11.3,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,7.2,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,5.4,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,7.3,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,5.7,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,8.5,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,5.7,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,2.1,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,11.3,SSO-12150021
8/14/2023,POR-11046937,600,Control & Packing,Cabinet,0,7.3,SSO-12150021
8/14/2023,POR-11046936,600,Control & Packing,Cabinet,0,5.3,SSO-12150021
8/14/2023,POR-11046936,600,Control & Packing,Cabinet,0,7.2,SSO-12150021
8/14/2023,POR-11046936,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046936,600,Control & Packing,Cabinet,0,8.5,SSO-12150021
8/14/2023,POR-11046936,600,Control & Packing,Cabinet,0,5.7,SSO-12150021
8/14/2023,POR-11046936,600,Control & Packing,Cabinet,0,5.7,SSO-12150021
8/14/2023,POR-11046936,600,Control & Packing,Cabinet,0,2.6,SSO-12150021
8/14/2023,POR-11046936,600,Control & Packing,Cabinet,0,11.3,SSO-12150021
8/14/2023,POR-11046935,600,Control & Packing,Cabinet,0,7.3,SSO-12150021
8/14/2023,POR-11046935,600,Control & Packing,Cabinet,0,5.5,SSO-12150021
8/14/2023,POR-11046935,600,Control & Packing,Cabinet,0,7.2,SSO-12150021
8/14/2023,POR-11046935,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046935,600,Control & Packing,Cabinet,0,8.4,SSO-12150021
8/14/2023,POR-11046935,600,Control & Packing,Cabinet,0,7,SSO-12150021
8/14/2023,POR-11046935,600,Control & Packing,Cabinet,0,5.6,SSO-12150021
8/14/2023,POR-11046935,600,Control & Packing,Cabinet,0,2.7,SSO-12150021
8/14/2023,POR-11046932,600,Control & Packing,Cabinet,0,11.4,SSO-12150021
1/31/2023,POR-11046932,600,Control & Packing,Table,1,8,SSO-12142354
2/28/2023,POR-11046932,205,Painting ,Table,0,8,SSO-12142354
2/28/2023,POR-11046932,204,Painting ,Table,0,8,SSO-12142354
2/28/2023,POR-11046932,202,Painting ,Table,0,8,SSO-12142354
2/28/2023,POR-11046932,203,Painting ,Table,0,8,SSO-12142354
2/28/2023,POR-11046932,202,Painting ,Table,0,8,SSO-12142354
2/28/2023,POR-11046932,203,Painting ,Table,0,8,SSO-12142354
2/28/2023,POR-11046931,202,Painting ,Table,0,8,SSO-12142354
2/28/2023,POR-11046931,201,Painting ,Table,120,8,SSO-12142354
2/28/2023,POR-11046931,200,Painting ,Table,0,8,SSO-12142354
9/14/2023,POR-11046931,100,Machine Carpentry,Table,0.34,1,SSO-12160522
9/14/2023,POR-11046931,101,Machine Carpentry,Table,0.08,1,SSO-12160522
9/14/2023,POR-11046931,103,Machine Carpentry,Table,1,1,SSO-12160522
9/14/2023,POR-11046931,105,Machine Carpentry,Table,1,1,SSO-12160522
9/14/2023,POR-11046931,106,Machine Carpentry,Table,1,1,SSO-12160522
9/14/2023,POR-11046930,107,Assembly,Table,20,1,SSO-12160522
9/27/2023,POR-11046930,600,Control & Packing,Table,1,1,SSO-12160522
10/16/2023,POR-11046930,203,Painting ,Table,5,1,SSO-12160522
10/16/2023,POR-11046930,204,Painting ,Table,3,1,SSO-12160522
10/16/2023,POR-11046930,203,Painting ,Table,3,1,SSO-12160522
10/16/2023,POR-11046930,202,Painting ,Table,0.75,1,SSO-12160522
10/16/2023,POR-11046930,201,Painting ,Table,0.75,1,SSO-12160522
10/16/2023,POR-11046930,205,Painting ,Table,0.5,1,SSO-12160522
10/16/2023,POR-11046929,202,Painting ,Table,0.5,1,SSO-12160522
10/16/2023,POR-11046929,202,Painting ,Table,0.5,1,SSO-12160522
1/31/2023,POR-11046929,600,Control & Packing,Table,1,7,SSO-12142354
2/28/2023,POR-11046929,205,Painting ,Table,0,7,SSO-12142354
2/28/2023,POR-11046929,204,Painting ,Table,0,7,SSO-12142354
2/28/2023,POR-11046929,202,Painting ,Table,0,7,SSO-12142354
2/28/2023,POR-11046929,203,Painting ,Table,0,7,SSO-12142354
2/28/2023,POR-11046929,202,Painting ,Table,0,7,SSO-12142354
2/28/2023,POR-11046929,203,Painting ,Table,0,7,SSO-12142354
2/28/2023,POR-11046965,202,Painting ,Table,0,7,SSO-12142354
2/28/2023,POR-11046965,201,Painting ,Table,105,7,SSO-12142354
2/28/2023,POR-11046965,200,Painting ,Table,0,7,SSO-12142354
2/1/2023,POR-11046965,205,Painting ,Table,0,1,SSO-12142354
2/1/2023,POR-11046965,204,Painting ,Table,0,1,SSO-12142354
2/1/2023,POR-11046965,203,Painting ,Table,0,1,SSO-12142354
2/1/2023,POR-11046965,202,Painting ,Table,0,1,SSO-12142354
2/1/2023,POR-11046965,201,Painting ,Table,0,1,SSO-12142354
2/1/2023,POR-11046966,200,Painting ,Table,5,1,SSO-12142354
2/1/2023,POR-11046966,600,Control & Packing,Table,1,1,SSO-12142354
3/23/2023,POR-11046966,600,Control & Packing,Chair,0,2,MAN-CTLPAC-0001
12/14/2023,POR-11046966,600,Control & Packing,Chair,0,2,MAN-CTLPAC-0001
12/14/2023,POR-11046966,304,Upholstery,Chair,0,2,PROD-UPHOLSTERY-0003
12/14/2023,POR-11046966,301,Upholstery,Chair,0,2,PROD-UPHOLSTERY-0001
12/14/2023,POR-11046966,300,Upholstery,Chair,0,2,PROD-UPHOLSTERY-0001
12/14/2023,POR-11046966,302,Upholstery,Chair,0,2,PROD-UPHOLSTERY-0002
12/14/2023,POR-11046960,107,Assembly,Chair,0,2,PROD-CARPENTRY-0004
12/14/2023,POR-11046960,205,Painting ,Chair,0,2,PROD-PAINTING-0004
12/14/2023,POR-11046960,202,Painting ,Chair,0,2,PROD-PAINTING-0002
12/14/2023,POR-11046960,203,Painting ,Chair,0,2,PROD-PAINTING-0001
12/14/2023,POR-11046960,202,Painting ,Chair,0,2,PROD-PAINTING-0002
12/14/2023,POR-11046960,203,Painting ,Chair,0,2,PROD-PAINTING-0001
12/14/2023,POR-11046960,202,Painting ,Chair,0,2,PROD-PAINTING-0002
12/14/2023,POR-11046960,201,Painting ,Chair,0,2,PROD-PAINTING-0002
12/14/2023,POR-11047804,200,Painting ,Chair,0,2,PROD-PAINTING-0001
1/31/2023,POR-11047805,100,Machine Carpentry,Cabinet,0.25,3.77,SSO-12150972
1/31/2023,POR-11047103,101,Machine Carpentry,Cabinet,1.5,3.77,SSO-12150972
1/31/2023,POR-11047103,102,Machine Carpentry,Cabinet,1,3.77,SSO-12150972
1/31/2023,POR-11047103,107,Assembly,Cabinet,20,3.77,SSO-12150972
2/1/2023,POR-11047103,600,Control & Packing,Cabinet,0,6.96,SSO-12141079
2/1/2023,POR-11047103,600,Control & Packing,Cabinet,0,6.05,SSO-12141079
2/1/2023,POR-11047103,100,Machine Carpentry,Cabinet,0.16,6.05,SSO-12141079
2/1/2023,POR-11047103,101,Machine Carpentry,Cabinet,1,6.05,SSO-12141079
2/1/2023,POR-11047103,102,Machine Carpentry,Cabinet,0.5,6.05,SSO-12141079
2/1/2023,POR-11047103,103,Machine Carpentry,Cabinet,1,6.05,SSO-12141079
2/1/2023,POR-11047101,107,Assembly,Cabinet,60,6.05,SSO-12141079
2/1/2023,POR-11047101,100,Machine Carpentry,Cabinet,0.16,6.96,SSO-12141079
2/1/2023,POR-11047101,101,Machine Carpentry,Cabinet,1,6.96,SSO-12141079
2/1/2023,POR-11047101,102,Machine Carpentry,Cabinet,0.5,6.96,SSO-12141079
2/1/2023,POR-11047101,103,Machine Carpentry,Cabinet,1,6.96,SSO-12141079
2/1/2023,POR-11047101,107,Assembly,Cabinet,60,6.96,SSO-12141079
2/1/2023,POR-11047101,100,Machine Carpentry,Cabinet,0.08,5.62,SSO-12141079
2/1/2023,POR-11047101,101,Machine Carpentry,Cabinet,0.66,5.62,SSO-12141079
2/1/2023,POR-11047101,102,Machine Carpentry,Cabinet,0.41,5.62,SSO-12141079
2/1/2023,POR-11047101,103,Machine Carpentry,Cabinet,1,5.62,SSO-12141079
2/1/2023,POR-11047384,107,Assembly,Cabinet,50,5.62,SSO-12141079
2/1/2023,POR-11047384,100,Machine Carpentry,Cabinet,0.08,2.4,SSO-12141079
2/1/2023,POR-11047384,101,Machine Carpentry,Cabinet,0.41,2.4,SSO-12141079
2/1/2023,POR-11047384,102,Machine Carpentry,Cabinet,0.41,2.4,SSO-12141079
2/1/2023,POR-11047384,103,Machine Carpentry,Cabinet,1,2.4,SSO-12141079
2/1/2023,POR-11047384,107,Assembly,Cabinet,30,2.4,SSO-12141079
2/1/2023,POR-11047026,100,Machine Carpentry,Cabinet,0.08,5.62,SSO-12141079
2/1/2023,POR-11047026,101,Machine Carpentry,Cabinet,0.66,5.62,SSO-12141079
2/1/2023,POR-11047026,102,Machine Carpentry,Cabinet,0.41,5.62,SSO-12141079
2/1/2023,POR-11047026,103,Machine Carpentry,Cabinet,1,5.62,SSO-12141079
2/1/2023,POR-11047026,107,Assembly,Cabinet,50,5.62,SSO-12141079
2/1/2023,POR-11047026,100,Machine Carpentry,Cabinet,0.08,4.24,SSO-12141079
2/1/2023,POR-11047026,101,Machine Carpentry,Cabinet,0.83,4.24,SSO-12141079
2/1/2023,POR-11047026,102,Machine Carpentry,Cabinet,0.41,4.24,SSO-12141079
2/1/2023,POR-11047026,107,Assembly,Cabinet,60,4.24,SSO-12141079
2/1/2023,POR-11047026,600,Control & Packing,Cabinet,0,3.77,SSO-12150972
2/1/2023,POR-11047026,600,Control & Packing,Cabinet,0,3.77,SSO-12150972
3/20/2023,POR-11047026,600,Control & Packing,Cabinet,0,5.62,SSO-12141079
3/20/2023,POR-11047026,600,Control & Packing,Cabinet,0,4.24,SSO-12141079
3/20/2023,POR-11047025,600,Control & Packing,Cabinet,0,2.4,SSO-12141079
3/20/2023,POR-11047025,600,Control & Packing,Cabinet,0,5.62,SSO-12141079
3/23/2023,POR-11047025,600,Control & Packing,Cabinet,0,1.548,MAN-CTLPAC-0001
3/23/2023,POR-11047025,205,Painting ,Cabinet,0,1.548,PROD-PAINTING-0004
3/23/2023,POR-11047025,204,Painting ,Cabinet,0,1.548,PROD-PAINTING-0003
3/23/2023,POR-11047025,202,Painting ,Cabinet,0,1.548,PROD-PAINTING-0002
3/23/2023,POR-11047025,203,Painting ,Cabinet,0,1.548,PROD-PAINTING-0001
3/23/2023,POR-11047024,202,Painting ,Cabinet,0,1.548,PROD-PAINTING-0002
3/23/2023,POR-11047024,203,Painting ,Cabinet,0,1.548,PROD-PAINTING-0001
3/23/2023,POR-11047024,202,Painting ,Cabinet,0,1.548,PROD-PAINTING-0002
3/23/2023,POR-11047024,201,Painting ,Cabinet,0,1.548,PROD-PAINTING-0002
3/23/2023,POR-11047024,200,Painting ,Cabinet,0,1.548,PROD-PAINTING-0001
3/23/2023,POR-11047024,106,Machine Carpentry,Cabinet,0,1.548,PROD-CARPENTRY-0003
3/23/2023,POR-11047024,105,Machine Carpentry,Cabinet,0,1.548,PROD-CARPENTRY-0002
3/23/2023,POR-11047024,104,Machine Carpentry,Cabinet,0,1.548,PROD-CARPENTRY-0001
3/23/2023,POR-11047024,101,Machine Carpentry,Cabinet,0,1.548,PROD-CARPENTRY-0001
3/23/2023,POR-11047024,100,Machine Carpentry,Cabinet,0,1.548,PROD-CARPENTRY-0001
3/31/2023,POR-11047024,205,Painting ,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047024,204,Painting ,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047024,202,Painting ,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047023,203,Painting ,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047023,202,Painting ,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047023,203,Painting ,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047023,202,Painting ,Cabinet,3,3.77,SSO-12150972
3/31/2023,POR-11047023,201,Painting ,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047023,200,Painting ,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047023,108,Assembly,Cabinet,5,3.77,SSO-12150972
3/31/2023,POR-11047023,106,Machine Carpentry,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047023,105,Machine Carpentry,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047023,104,Machine Carpentry,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047023,101,Machine Carpentry,Cabinet,0,3.77,SSO-12150972
3/31/2023,POR-11047023,100,Machine Carpentry,Cabinet,0,3.77,SSO-12150972
